transaction_id,sender_account_id,receiver_account_id,amount,transaction_timestamp,transfer_method,is_mule_tx,sender_balance_before_tx,receiver_balance_before_tx,time_since_last_tx_seconds,dwell_time_minutes,is_first_time_payee,in_out_ratio_7d,daily_tx_count_sender,amount_z_score
TXN_005543,ACC_0364,ACC_0012,123.18,1970-01-01 07:00:45.920,Mobile App,False,4313.78,1440.63,-1,-1.0,True,0.0,1,0.0
TXN_017605,ACC_0967,ACC_0997,279.7,1970-01-01 07:00:45.920,Mobile App,False,2246.67,727.38,-1,-1.0,True,0.0,1,0.0
TXN_001411,ACC_0925,ACC_0158,657.91,1970-01-01 07:00:45.920,Mobile App,False,-922.6099999999999,566.02,106362,-1.0,True,0.0,1,-0.71
TXN_011368,ACC_0892,ACC_0973,67.08,1970-01-01 07:00:45.920,Mobile App,False,1380.55,1531.2,-1,-1.0,True,0.0,1,0.0
TXN_001736,ACC_0043,ACC_0828,1093.01,1970-01-01 07:00:45.920,Mobile App,False,1260.68,4878.59,118235,-1.0,True,0.0,1,-0.71
TXN_017552,ACC_0892,ACC_0630,502.46,1970-01-01 07:00:45.920,Mobile App,False,1313.47,843.81,1453,-1.0,True,0.0,2,0.71
TXN_008427,ACC_0781,ACC_0307,743.38,1970-01-01 07:00:45.920,Mobile App,False,2852.76,2953.71,-1,-1.0,True,0.0,1,0.0
TXN_015313,ACC_0047,ACC_0669,833.28,1970-01-01 07:00:45.920,Mobile App,False,4645.18,3387.58,-1,-1.0,True,0.0,1,0.0
TXN_007978,ACC_0644,ACC_0650,687.94,1970-01-01 07:00:45.920,Web,False,958.04,1782.23,-1,-1.0,True,0.0,1,0.0
TXN_008501,ACC_0950,ACC_0239,1245.5,1970-01-01 07:00:45.920,Mobile App,False,1480.39,4724.3,-1,-1.0,True,0.0,1,0.0
TXN_002702,ACC_0835,ACC_0717,826.09,1970-01-01 07:00:45.920,Mobile App,False,3960.57,3873.96,-1,-1.0,True,0.0,1,0.0
TXN_012997,ACC_0965,ACC_0967,97.05,1970-01-01 07:00:45.920,Mobile App,False,6158.41,1966.97,-1,1763.6,True,0.0,1,0.0
TXN_015109,ACC_0840,ACC_0917,972.84,1970-01-01 07:00:45.920,Mobile App,False,720.01,4190.39,-1,-1.0,True,0.0,1,0.0
TXN_012848,ACC_0087,ACC_0910,884.4,1970-01-01 07:00:45.920,Mobile App,False,2979.85,3936.16,-1,-1.0,True,0.0,1,0.0
TXN_011356,ACC_0051,ACC_0081,876.39,1970-01-01 07:00:45.920,Mobile App,False,4393.0,2790.83,-1,-1.0,True,0.0,1,0.0
TXN_007735,ACC_0718,ACC_0497,565.15,1970-01-01 07:00:45.920,Mobile App,False,4997.81,4973.51,-1,-1.0,True,0.0,1,0.0
TXN_014704,ACC_0948,ACC_0696,1046.56,1970-01-01 07:00:45.920,Mobile App,False,885.61,1811.58,-1,-1.0,True,0.0,1,0.0
TXN_006656,ACC_0051,ACC_0864,1432.95,1970-01-01 07:00:45.920,Web,False,3516.61,2648.25,1310,-1.0,True,0.0,2,0.71
TXN_004888,ACC_0753,ACC_0304,1110.36,1970-01-01 07:00:45.920,Web,False,954.23,1099.62,-1,-1.0,True,0.0,1,0.0
TXN_001790,ACC_0664,ACC_0583,1137.47,1970-01-01 07:00:45.920,Mobile App,False,1873.32,885.91,-1,-1.0,True,0.0,1,0.0
TXN_011331,ACC_0283,ACC_0464,380.1,1970-01-01 07:00:45.920,Mobile App,False,4818.57,11.96000000000004,-1,-1.0,True,0.0,1,0.0
TXN_009733,ACC_0628,ACC_0388,1171.61,1970-01-01 07:00:45.920,Web,False,2032.24,4271.0,26563,-1.0,True,0.0,2,0.71
TXN_017861,ACC_0323,ACC_0515,311.71,1970-01-01 07:00:45.920,Web,False,3921.04,3450.75,-1,-1.0,True,0.0,1,0.0
TXN_005600,ACC_0925,ACC_0553,1323.23,1970-01-01 07:00:45.920,Web,False,-1580.52,3932.88,18372,-1.0,True,0.0,2,0.83
TXN_011006,ACC_0385,ACC_0281,1049.5,1970-01-01 07:00:45.920,Mobile App,False,2079.03,3461.81,-1,-1.0,True,0.0,1,0.0
TXN_000044,ACC_0914,ACC_0854,601.15,1970-01-01 07:00:45.920,ATM,False,1598.95,4532.42,-1,-1.0,True,0.0,1,0.0
TXN_014733,ACC_0548,ACC_0523,755.64,1970-01-01 07:00:45.920,Mobile App,False,4600.97,1523.94,-1,-1.0,True,0.0,1,0.0
TXN_009556,ACC_0633,ACC_0301,333.01,1970-01-01 07:00:45.920,Mobile App,False,4459.73,3559.78,-1,-1.0,True,0.0,1,0.0
TXN_013148,ACC_0588,ACC_0233,1266.91,1970-01-01 07:00:45.920,API,False,1868.55,4190.48,-1,1331.1,True,0.0,1,0.0
TXN_010725,ACC_0271,ACC_0666,631.22,1970-01-01 07:00:45.920,Mobile App,False,1985.85,3502.49,-1,-1.0,True,0.0,1,0.0
TXN_007710,ACC_0015,ACC_0321,820.37,1970-01-01 07:00:45.920,API,False,4579.05,4912.15,-1,-1.0,True,0.0,1,0.0
TXN_002095,ACC_0236,ACC_0824,328.54,1970-01-01 07:00:45.920,Web,False,-543.31,1320.88,156084,-1.0,True,0.0,1,-0.71
TXN_012235,ACC_0531,ACC_0283,1344.92,1970-01-01 07:00:45.920,Mobile App,False,136.88,4438.469999999999,-1,-1.0,True,0.0,1,0.0
TXN_017774,ACC_0892,ACC_0323,1292.21,1970-01-01 07:00:45.920,Mobile App,False,811.01,3609.33,20817,-1.0,True,0.0,3,1.08
TXN_005158,ACC_0335,ACC_0701,1055.57,1970-01-01 07:00:45.920,Mobile App,False,3222.09,2892.72,-1,-1.0,True,0.0,1,0.0
TXN_007690,ACC_0683,ACC_0695,1310.54,1970-01-01 07:00:45.920,Mobile App,False,2295.22,5404.59,-1,-1.0,True,0.0,1,0.0
TXN_006602,ACC_0352,ACC_0639,438.48,1970-01-01 07:00:45.920,Web,False,4941.96,3826.74,-1,-1.0,True,0.0,1,0.0
TXN_015415,ACC_0080,ACC_0501,701.31,1970-01-01 07:00:45.920,Web,False,2438.48,2671.39,-1,-1.0,True,0.0,1,0.0
TXN_012131,ACC_0199,ACC_0244,1460.45,1970-01-01 07:00:45.920,Mobile App,False,3476.77,2384.09,-1,-1.0,True,0.0,1,0.0
TXN_017106,ACC_0170,ACC_0945,1242.75,1970-01-01 07:00:45.920,API,False,1538.28,531.76,111527,-1.0,True,0.0,1,0.71
TXN_016578,ACC_0825,ACC_0119,1402.35,1970-01-01 07:00:45.920,ATM,False,3912.72,826.0899999999999,-1,-1.0,True,0.0,1,0.0
TXN_011450,ACC_0957,ACC_0098,1167.21,1970-01-01 07:00:45.920,Mobile App,False,5589.780000000001,1679.15,-1,1185.85,True,0.0,1,0.0
TXN_004334,ACC_0449,ACC_0273,1152.52,1970-01-01 07:00:45.920,Web,False,2391.21,890.3,-1,-1.0,True,0.0,1,0.0
TXN_010055,ACC_0601,ACC_0137,1120.13,1970-01-01 07:00:45.920,API,False,3774.21,2018.12,-1,869.98,True,0.0,1,0.0
TXN_010983,ACC_0008,ACC_0664,670.46,1970-01-01 07:00:45.920,API,False,3329.49,735.8499999999999,-1,-1.0,True,0.0,1,0.0
TXN_011833,ACC_0030,ACC_0106,391.68,1970-01-01 07:00:45.920,Mobile App,False,2472.79,1822.91,-1,-1.0,True,0.0,1,0.0
TXN_010208,ACC_0132,ACC_0754,80.94,1970-01-01 07:00:45.920,Mobile App,False,1461.22,1551.27,-1,-1.0,True,0.0,1,0.0
TXN_016854,ACC_0610,ACC_0506,1414.46,1970-01-01 07:00:45.920,Mobile App,False,2389.64,1821.18,162349,-1.0,True,0.0,1,0.71
TXN_007811,ACC_0657,ACC_0786,302.52,1970-01-01 07:00:45.920,Mobile App,False,4397.98,3651.27,-1,2808.05,True,0.0,1,0.0
TXN_016729,ACC_0937,ACC_0717,410.61,1970-01-01 07:00:45.920,Mobile App,False,3877.26,4700.05,-1,-1.0,True,0.0,1,0.0
TXN_014443,ACC_0287,ACC_0052,1111.37,1970-01-01 07:00:45.920,Mobile App,False,4360.23,2786.46,-1,-1.0,True,0.0,1,0.0
TXN_006499,ACC_0872,ACC_0718,252.49,1970-01-01 07:00:45.920,Mobile App,False,1693.33,4432.660000000001,-1,-1.0,True,0.0,1,0.0
TXN_006901,ACC_0090,ACC_0352,176.26,1970-01-01 07:00:45.920,ATM,False,3421.15,4503.48,-1,-1.0,True,0.0,1,0.0
TXN_006154,ACC_0750,ACC_0908,77.43,1970-01-01 07:00:45.920,Mobile App,False,3459.37,3950.45,-1,-1.0,True,0.0,1,0.0
TXN_011854,ACC_0625,ACC_0138,349.13,1970-01-01 07:00:45.920,Web,False,2088.81,3738.89,146773,-1.0,True,0.0,1,-0.66
TXN_004142,ACC_0213,ACC_0998,875.89,1970-01-01 07:00:45.920,Mobile App,False,1331.96,3040.12,-1,-1.0,True,0.0,1,0.0
TXN_015631,ACC_0589,ACC_0953,568.3,1970-01-01 07:00:45.920,Mobile App,False,1981.29,502.77,-1,1844.65,True,0.0,1,0.0
TXN_015302,ACC_0122,ACC_0131,1073.47,1970-01-01 07:00:45.920,Mobile App,False,1086.28,242.8900000000001,-1,-1.0,True,0.0,1,0.0
TXN_017960,ACC_0299,ACC_0266,1023.95,1970-01-01 07:00:45.920,Mobile App,False,493.65,857.44,-1,-1.0,True,0.0,1,0.0
TXN_003095,ACC_0994,ACC_0429,1246.02,1970-01-01 07:00:45.920,Mobile App,False,3350.09,3025.06,-1,-1.0,True,0.0,1,0.0
TXN_002542,ACC_0163,ACC_0495,1334.62,1970-01-01 07:00:45.920,Web,False,2288.48,2979.0,-1,-1.0,True,0.0,1,0.0
TXN_003805,ACC_0145,ACC_0809,848.0,1970-01-01 07:00:45.921,Mobile App,False,2287.15,3965.35,-1,-1.0,True,0.0,1,0.0
TXN_009988,ACC_0198,ACC_0962,867.18,1970-01-01 07:00:45.921,Mobile App,False,966.41,1922.21,-1,-1.0,True,0.0,1,0.0
TXN_018819,ACC_0613,ACC_0648,499.21,1970-01-01 07:00:45.921,Mobile App,False,3187.8,1196.16,-1,2880.02,True,0.0,1,0.0
TXN_003991,ACC_0379,ACC_0351,811.82,1970-01-01 07:00:45.921,Mobile App,False,1165.92,4279.84,-1,-1.0,True,0.0,1,0.0
TXN_010584,ACC_0341,ACC_0546,267.7,1970-01-01 07:00:45.921,Mobile App,False,3364.96,1989.7,-1,3122.33,True,0.0,1,0.0
TXN_016247,ACC_0227,ACC_0642,860.51,1970-01-01 07:00:45.921,Mobile App,False,1703.34,4413.74,-1,-1.0,True,0.0,1,0.0
TXN_015921,ACC_0803,ACC_0824,279.11,1970-01-01 07:00:45.921,API,False,3511.83,1649.42,176695,-1.0,True,0.0,1,-0.71
TXN_008446,ACC_0485,ACC_0844,860.71,1970-01-01 07:00:45.921,Mobile App,False,-551.6199999999999,1615.42,109971,-1.0,True,0.0,1,-0.71
TXN_006548,ACC_0976,ACC_0655,38.22,1970-01-01 07:00:45.921,Mobile App,False,359.41,1984.24,-1,-1.0,True,0.0,1,0.0
TXN_014599,ACC_0691,ACC_0369,858.5,1970-01-01 07:00:45.921,Mobile App,False,4464.87,2566.38,-1,-1.0,True,0.0,1,0.0
TXN_004430,ACC_0119,ACC_0228,596.04,1970-01-01 07:00:45.921,Web,False,2228.44,5032.809999999999,-1,479.68,True,0.0,1,0.0
TXN_017544,ACC_0812,ACC_0832,647.99,1970-01-01 07:00:45.921,Mobile App,False,3851.76,1825.18,-1,1396.12,True,0.0,1,0.0
TXN_007902,ACC_0166,ACC_0704,1250.05,1970-01-01 07:00:45.921,Mobile App,False,2322.0,2819.92,-1,-1.0,True,0.0,1,0.0
TXN_010380,ACC_0315,ACC_0331,1033.2,1970-01-01 07:00:45.921,Mobile App,False,1392.18,4316.97,-1,-1.0,True,0.0,1,0.0
TXN_013878,ACC_0665,ACC_0670,1045.98,1970-01-01 07:00:45.921,Mobile App,False,2105.44,2196.16,-1,-1.0,True,0.0,1,0.0
TXN_015537,ACC_0451,ACC_0296,252.66,1970-01-01 07:00:45.921,Web,False,4227.43,1019.1,-1,-1.0,True,0.0,1,0.0
TXN_002384,ACC_0308,ACC_0110,527.25,1970-01-01 07:00:45.921,Mobile App,False,2700.02,4168.34,-1,-1.0,True,0.0,1,0.0
TXN_011344,ACC_0746,ACC_0488,663.53,1970-01-01 07:00:45.921,Web,False,-342.43,4905.89,103862,-1.0,True,0.0,1,-0.71
TXN_007816,ACC_0710,ACC_0923,1414.99,1970-01-01 07:00:45.921,Web,False,2877.74,2934.01,-1,-1.0,True,0.0,1,0.0
TXN_000622,ACC_0792,ACC_0134,487.13,1970-01-01 07:00:45.921,Mobile App,False,572.68,4334.26,-1,-1.0,True,0.0,1,0.0
TXN_001887,ACC_0874,ACC_0556,698.15,1970-01-01 07:00:45.921,Mobile App,False,3664.7,811.34,-1,-1.0,True,0.0,1,0.0
TXN_005232,ACC_0007,ACC_0119,1057.56,1970-01-01 07:00:45.921,Mobile App,False,4335.62,1632.4,-1,1343.4,True,0.0,1,0.0
TXN_007548,ACC_0758,ACC_0606,865.05,1970-01-01 07:00:45.921,Web,False,430.18,2378.5,-1,-1.0,True,0.0,1,0.0
TXN_000564,ACC_0869,ACC_0499,1132.11,1970-01-01 07:00:45.921,Mobile App,False,2106.44,3842.27,-1,-1.0,True,0.0,1,0.0
TXN_009876,ACC_0493,ACC_0687,233.89,1970-01-01 07:00:45.921,Web,False,1315.4,3468.86,162735,-1.0,True,0.0,1,0.51
TXN_014961,ACC_0018,ACC_0088,814.51,1970-01-01 07:00:45.921,Web,False,1218.13,3540.17,-1,-1.0,True,0.0,1,0.0
TXN_013488,ACC_0912,ACC_0611,624.77,1970-01-01 07:00:45.921,Mobile App,False,1564.93,3080.48,-1,-1.0,True,0.0,1,0.0
TXN_018320,ACC_0051,ACC_0694,168.96,1970-01-01 07:00:45.921,Mobile App,False,2083.66,93.1,59924,-1.0,True,0.0,3,-1.04
TXN_018692,ACC_0579,ACC_0806,224.13,1970-01-01 07:00:45.921,Mobile App,False,536.26,1693.26,-1,-1.0,True,0.0,1,0.0
TXN_016591,ACC_0941,ACC_0398,1284.47,1970-01-01 07:00:45.921,ATM,False,4146.24,2204.46,-1,-1.0,True,0.0,1,0.0
TXN_001966,ACC_0323,ACC_0939,543.35,1970-01-01 07:00:45.921,Mobile App,False,4901.54,2023.28,52167,780.75,True,4.1456,2,0.71
TXN_003931,ACC_0264,ACC_0238,551.41,1970-01-01 07:00:45.921,Mobile App,False,3649.49,4102.99,-1,-1.0,True,0.0,1,0.0
TXN_010352,ACC_0194,ACC_0191,1322.61,1970-01-01 07:00:45.921,Mobile App,False,3135.5,2508.17,-1,-1.0,True,0.0,1,0.0
TXN_001692,ACC_0153,ACC_0414,1020.31,1970-01-01 07:00:45.921,Web,False,110.41,1947.73,-1,-1.0,True,0.0,1,0.0
TXN_013589,ACC_0846,ACC_0107,1027.08,1970-01-01 07:00:45.921,Mobile App,False,449.05,4165.29,-1,-1.0,True,0.0,1,0.0
TXN_016567,ACC_0416,ACC_0589,1356.24,1970-01-01 07:00:45.921,Mobile App,False,463.15,1412.99,-1,-1.0,True,0.0,1,0.0
TXN_011233,ACC_0360,ACC_0967,785.03,1970-01-01 07:00:45.921,Mobile App,False,3580.21,2064.02,111090,-1.0,True,0.0,1,1.13
TXN_015224,ACC_0091,ACC_0242,1240.4,1970-01-01 07:00:45.921,Mobile App,False,4817.95,1407.37,-1,-1.0,True,0.0,1,0.0
TXN_014630,ACC_0106,ACC_0018,617.97,1970-01-01 07:00:45.921,Web,False,2214.59,403.6200000000001,-1,737.38,True,0.0,1,0.0
TXN_007407,ACC_0093,ACC_0121,1054.59,1970-01-01 07:00:45.921,Mobile App,False,4848.05,62.85,-1,-1.0,True,0.0,1,0.0
TXN_010590,ACC_0710,ACC_0939,1083.64,1970-01-01 07:00:45.921,Web,False,1462.75,2566.63,15329,-1.0,True,0.0,2,-0.71
TXN_018817,ACC_0384,ACC_0454,216.13,1970-01-01 07:00:45.921,Web,False,3230.7,4377.4,-1,-1.0,True,0.0,1,0.0
TXN_009758,ACC_0797,ACC_0776,1482.51,1970-01-01 07:00:45.921,Mobile App,False,4125.2,1818.7,-1,-1.0,True,0.0,1,0.0
TXN_009861,ACC_0999,ACC_0230,575.36,1970-01-01 07:00:45.921,Mobile App,False,295.82,3338.88,-1,-1.0,True,0.0,1,0.0
TXN_006113,ACC_0844,ACC_0021,1012.68,1970-01-01 07:00:45.921,Mobile App,False,2476.13,1182.55,174092,450.72,True,0.7761,1,-0.71
TXN_010239,ACC_0181,ACC_0495,191.17,1970-01-01 07:00:45.921,API,False,743.56,4313.62,-1,-1.0,True,0.0,1,0.0
TXN_010143,ACC_0364,ACC_0793,1400.06,1970-01-01 07:00:45.921,Mobile App,False,4190.599999999999,452.09,84841,-1.0,True,0.0,2,0.71
TXN_016108,ACC_0657,ACC_0095,812.76,1970-01-01 07:00:45.921,Mobile App,False,4095.46,4754.54,51898,3673.02,True,2.7097,2,0.71
TXN_007687,ACC_0220,ACC_0680,1381.84,1970-01-01 07:00:45.921,Mobile App,False,1986.29,5136.68,-1,-1.0,True,0.0,1,0.0
TXN_001369,ACC_0301,ACC_0963,661.63,1970-01-01 07:00:45.921,Mobile App,False,3892.79,3465.73,-1,1127.8,True,0.0,1,0.0
TXN_000163,ACC_0283,ACC_0247,1385.92,1970-01-01 07:00:45.921,Mobile App,False,5783.389999999999,2337.38,73235,1113.3,True,3.5383,2,0.71
TXN_017953,ACC_0608,ACC_0852,558.91,1970-01-01 07:00:45.921,Mobile App,False,1668.87,1437.66,-1,-1.0,True,0.0,1,0.0
TXN_012151,ACC_0251,ACC_0962,1473.4,1970-01-01 07:00:45.921,API,False,5992.44,2789.39,-1,2121.13,True,0.0,1,0.0
TXN_015831,ACC_0399,ACC_0386,604.6,1970-01-01 07:00:45.921,Web,False,2346.47,2849.47,-1,-1.0,True,0.0,1,0.0
TXN_016438,ACC_0697,ACC_0792,327.74,1970-01-01 07:00:45.921,Mobile App,False,4934.31,85.54999999999995,-1,-1.0,True,0.0,1,0.0
TXN_009080,ACC_0508,ACC_0363,1011.29,1970-01-01 07:00:45.921,Mobile App,False,2342.7,2505.44,-1,-1.0,True,0.0,1,0.0
TXN_019424,ACC_0759,ACC_0006,592.14,1970-01-01 07:00:45.921,Web,False,-830.5,2838.28,187450,-1.0,True,0.0,1,-0.71
TXN_004175,ACC_0788,ACC_0802,519.03,1970-01-01 07:00:45.921,Mobile App,False,863.19,1501.88,107172,-1.0,True,0.0,1,0.71
TXN_008681,ACC_0614,ACC_0786,1291.43,1970-01-01 07:00:45.921,Web,False,4123.77,3953.79,-1,-1.0,True,0.0,1,0.0
TXN_009603,ACC_0993,ACC_0804,1013.72,1970-01-01 07:00:45.921,Mobile App,False,1743.25,346.72,-1,2963.92,True,0.0,1,0.0
TXN_012525,ACC_0945,ACC_0697,722.59,1970-01-01 07:00:45.921,Mobile App,False,1774.51,4606.570000000001,217990,1141.7,True,1.1553,1,-0.71
TXN_011688,ACC_0400,ACC_0364,1490.29,1970-01-01 07:00:45.921,Mobile App,False,159.07,2790.54,-1,-1.0,True,0.0,1,0.0
TXN_009625,ACC_0912,ACC_0784,1223.08,1970-01-01 07:00:45.921,Mobile App,False,940.1600000000001,522.04,31817,-1.0,True,0.0,2,0.71
TXN_005573,ACC_0344,ACC_0579,1173.31,1970-01-01 07:00:45.921,Mobile App,False,1651.33,312.13,-1,-1.0,True,0.0,1,0.0
TXN_015384,ACC_0210,ACC_0156,953.24,1970-01-01 07:00:45.921,ATM,False,3701.03,4367.01,-1,-1.0,True,0.0,1,0.0
TXN_002401,ACC_0624,ACC_0000,935.27,1970-01-01 07:00:45.921,ATM,False,2009.39,822.29,-1,2403.72,True,0.0,1,0.0
TXN_007945,ACC_0820,ACC_0676,122.52,1970-01-01 07:00:45.921,Web,False,925.64,4649.24,-1,-1.0,True,0.0,1,0.0
TXN_017976,ACC_0906,ACC_0947,1150.79,1970-01-01 07:00:45.921,Mobile App,False,3927.77,-730.4699999999999,-1,-1.0,True,0.0,1,0.0
TXN_006665,ACC_0896,ACC_0264,204.75,1970-01-01 07:00:45.921,Mobile App,False,992.8900000000001,3098.08,-1,2485.15,True,0.0,1,0.0
TXN_012277,ACC_0854,ACC_0251,259.02,1970-01-01 07:00:45.921,Mobile App,False,5133.57,4519.039999999999,-1,1381.23,True,0.0,1,0.0
TXN_019421,ACC_0493,ACC_0914,264.73,1970-01-01 07:00:45.921,Web,False,1081.51,997.8000000000001,35819,-1.0,True,0.0,2,0.64
TXN_017564,ACC_0426,ACC_0196,591.08,1970-01-01 07:00:45.921,Mobile App,False,-421.5599999999999,855.28,144001,-1.0,True,0.0,1,-0.71
TXN_007030,ACC_0030,ACC_0172,940.56,1970-01-01 07:00:45.921,Mobile App,False,2081.11,1436.63,72026,-1.0,True,0.0,2,0.71
TXN_003640,ACC_0147,ACC_0106,210.13,1970-01-01 07:00:45.921,Mobile App,False,476.3000000000001,1596.62,252108,-1.0,True,0.0,1,-0.71
TXN_014874,ACC_0632,ACC_0510,1333.11,1970-01-01 07:00:45.921,Mobile App,False,291.28,2463.5,143811,-1.0,True,0.0,1,0.71
TXN_017292,ACC_0099,ACC_0434,251.7,1970-01-01 07:00:45.921,Mobile App,False,2021.69,3511.61,224467,-1.0,True,0.0,1,0.71
TXN_007217,ACC_0488,ACC_0578,189.24,1970-01-01 07:00:45.921,Mobile App,False,5569.42,1920.28,-1,780.93,True,0.0,1,0.0
TXN_015890,ACC_0039,ACC_0501,1021.96,1970-01-01 07:00:45.921,Web,False,4444.46,3372.7,-1,-1.0,True,0.0,1,0.0
TXN_019393,ACC_0032,ACC_0185,375.49,1970-01-01 07:00:45.921,Mobile App,False,628.33,2671.83,-1,4062.7,True,0.0,1,0.0
TXN_001347,ACC_0270,ACC_0323,1482.12,1970-01-01 07:00:45.921,Web,False,1273.79,4358.19,-1,-1.0,True,0.0,1,0.0
TXN_001204,ACC_0568,ACC_0083,757.93,1970-01-01 07:00:45.921,Web,False,5057.75,2752.28,-1,2804.9,True,0.0,1,0.0
TXN_013370,ACC_0695,ACC_0916,326.19,1970-01-01 07:00:45.921,Mobile App,False,6715.13,4305.41,-1,1465.27,True,0.0,1,0.0
TXN_003315,ACC_0545,ACC_0701,974.68,1970-01-01 07:00:45.921,Mobile App,False,297.4,3948.29,-1,-1.0,True,0.0,1,0.0
TXN_019124,ACC_0841,ACC_0887,1046.75,1970-01-01 07:00:45.921,Web,False,1863.35,1250.76,246549,-1.0,True,0.0,1,-0.71
TXN_019378,ACC_0545,ACC_0082,147.96,1970-01-01 07:00:45.921,Mobile App,False,-677.28,2497.38,2119,-1.0,True,0.0,2,-0.71
TXN_002285,ACC_0162,ACC_0833,1243.81,1970-01-01 07:00:45.921,ATM,False,4324.41,5325.59,-1,-1.0,True,0.0,1,0.0
TXN_011173,ACC_0339,ACC_0910,1367.5,1970-01-01 07:00:45.921,Mobile App,False,358.34,4820.559999999999,-1,-1.0,True,0.0,1,0.0
TXN_009868,ACC_0872,ACC_0605,975.84,1970-01-01 07:00:45.921,Mobile App,False,1440.84,1276.05,78314,-1.0,True,0.0,2,0.71
TXN_007320,ACC_0392,ACC_0123,292.52,1970-01-01 07:00:45.921,Mobile App,False,810.63,2339.55,-1,1973.18,True,0.0,1,0.0
TXN_009670,ACC_0798,ACC_0987,1267.03,1970-01-01 07:00:45.921,Mobile App,False,2381.2,3895.15,-1,-1.0,True,0.0,1,0.0
TXN_009363,ACC_0805,ACC_0660,334.06,1970-01-01 07:00:45.921,API,False,611.53,4663.160000000001,-1,-1.0,True,0.0,1,0.0
TXN_011882,ACC_0359,ACC_0756,513.11,1970-01-01 07:00:45.921,Mobile App,False,2410.08,4276.92,-1,2146.03,True,0.0,1,0.0
TXN_005669,ACC_0422,ACC_0329,912.55,1970-01-01 07:00:45.921,Mobile App,False,1821.1,450.55,-1,-1.0,True,0.0,1,0.0
TXN_007554,ACC_0858,ACC_0758,1184.77,1970-01-01 07:00:45.921,Mobile App,False,4107.07,-434.8699999999999,-1,-1.0,True,0.0,1,0.0
TXN_012262,ACC_0512,ACC_0648,1433.9,1970-01-01 07:00:45.921,Web,False,1271.78,1695.37,-1,-1.0,True,0.0,1,0.0
TXN_000811,ACC_0948,ACC_0476,198.05,1970-01-01 07:00:45.921,Mobile App,False,-160.9499999999999,4185.63,110913,-1.0,True,0.0,1,-0.71
TXN_001366,ACC_0050,ACC_0239,1181.49,1970-01-01 07:00:45.921,Mobile App,False,531.02,5969.8,-1,-1.0,True,0.0,1,0.0
TXN_007851,ACC_0315,ACC_0693,1346.59,1970-01-01 07:00:45.921,Mobile App,False,358.98,2220.36,60597,-1.0,True,0.0,2,0.71
TXN_000770,ACC_0860,ACC_0091,1264.04,1970-01-01 07:00:45.921,Mobile App,False,963.07,3577.55,-1,-1.0,True,0.0,1,0.0
TXN_005404,ACC_0423,ACC_0170,1110.78,1970-01-01 07:00:45.921,API,False,-181.4499999999999,295.53,203094,-1.0,True,0.0,1,0.71
TXN_002195,ACC_0842,ACC_0490,1219.08,1970-01-01 07:00:45.921,Web,False,855.17,2907.53,-1,-1.0,True,0.0,1,0.0
TXN_017160,ACC_0751,ACC_0774,632.4,1970-01-01 07:00:45.921,Mobile App,False,1786.55,2509.63,-1,-1.0,True,0.0,1,0.0
TXN_006796,ACC_0141,ACC_0968,1484.11,1970-01-01 07:00:45.921,Web,False,5270.53,872.84,-1,3626.52,True,0.0,1,0.0
TXN_013437,ACC_0811,ACC_0501,916.85,1970-01-01 07:00:45.921,Web,False,2651.08,4394.66,-1,-1.0,True,0.0,1,0.0
TXN_018110,ACC_0049,ACC_0892,86.78,1970-01-01 07:00:45.921,Mobile App,False,1894.8,-481.2,-1,-1.0,True,0.0,1,0.0
TXN_013875,ACC_0624,ACC_0082,177.17,1970-01-01 07:00:45.921,Mobile App,False,1074.12,2645.34,27367,2859.83,True,2.0529,2,-0.71
TXN_004008,ACC_0960,ACC_0846,1433.81,1970-01-01 07:00:45.921,Mobile App,False,1302.59,-578.03,244358,3765.85,True,1.9283,1,0.71
TXN_006900,ACC_0532,ACC_0416,449.2,1970-01-01 07:00:45.921,Web,False,2874.72,-893.09,-1,-1.0,True,0.0,1,0.0
TXN_010502,ACC_0067,ACC_0285,840.57,1970-01-01 07:00:45.921,Web,False,2530.15,3463.16,-1,-1.0,True,0.0,1,0.0
TXN_015866,ACC_0434,ACC_0399,492.35,1970-01-01 07:00:45.921,Mobile App,False,3763.31,1741.87,-1,372.95,True,0.0,1,0.0
TXN_018860,ACC_0650,ACC_0649,1242.28,1970-01-01 07:00:45.921,Web,False,2470.17,1785.08,-1,2093.9,True,0.0,1,0.0
TXN_014246,ACC_0360,ACC_0253,1164.84,1970-01-01 07:00:45.921,Mobile App,False,2795.18,3890.23,58100,-1.0,True,0.0,2,1.36
TXN_002183,ACC_0450,ACC_0402,1248.31,1970-01-01 07:00:45.921,Mobile App,False,2607.03,384.96,-1,-1.0,True,0.0,1,0.0
TXN_013407,ACC_0904,ACC_0450,169.43,1970-01-01 07:00:45.921,Web,False,4351.68,1358.72,260240,2851.37,True,4.4642,1,-0.71
TXN_011756,ACC_0068,ACC_0309,543.87,1970-01-01 07:00:45.921,Mobile App,False,4343.4,3207.91,-1,3205.03,True,0.0,1,0.0
TXN_013865,ACC_0458,ACC_0092,1058.14,1970-01-01 07:00:45.922,Mobile App,False,1325.16,264.83,-1,-1.0,True,0.0,1,0.0
TXN_001611,ACC_0253,ACC_0865,472.13,1970-01-01 07:00:45.922,Web,False,5055.07,1518.23,-1,68.6,True,0.0,1,0.0
